user_id,start_point_id,start_point_latitude,start_point_longitude,potential_group_members
1aba69f8,21,52.485742999999985,13.792342900000001,"01f0147f,057cf01a,168456c9,1aba69f8,1ac26360,24dadc54,3314693d,37bf2a21,414cfe46,51df9317,5a72695e,619db71d,63a75dfc,679ce6a0,70a462c4,785dfd8b,82526cfe,88e3626c,95937d9e,9b0d3493,9c223408,a58913f7,b6769028,ba0eac41,cd4d9c58,d14ee374,d6a421c1,d8a58877,e796c9ee,eaad4bc8,efd288dc"
1ac26360,21,52.485742999999985,13.792342900000001,"01f0147f,057cf01a,168456c9,1aba69f8,1ac26360,24dadc54,3314693d,37bf2a21,414cfe46,51df9317,5a72695e,619db71d,63a75dfc,679ce6a0,70a462c4,785dfd8b,82526cfe,88e3626c,95937d9e,9b0d3493,9c223408,a58913f7,b6769028,ba0eac41,cd4d9c58,d14ee374,d6a421c1,d8a58877,e796c9ee,eaad4bc8,efd288dc"
1b144b34,3,52.2433737,12.9653913,"03ef8c3c,04626f50,0cd27431,17a5966b,1b144b34,2c4d54c3,3e9923b3,61af50bc,66a76264,68b90aa1,75ff6bb1,84fe344f,9085f890,94e2e766,94e65fed,9be6abe6,9d284b0e,a03ec218,a55c49c9,b96a4f7e,c0999d62,cd17f4dd"
1b47ce85,8,52.568168199999995,12.9754591,"0bfd489c,0e669a0f,10c8f957,12da1343,16a63bee,1a4c613c,1b47ce85,235730ef,3b53e82d,3bc37cdb,3e7d33b6,45d67660,47c120de,4e1edad2,50787d1e,55787331,5a643b27,68db0f39,6c33484b,6eb26f9e,7475882d,7c3d46bc,858a945e,98a4dbe8,9a17eced,9eddbe9a,9f287530,aaa1d2b1,bf396f6c,c846f283,ce08dd4a,cf8385de,d3af70ba,d4749e48,d7211d41,e03d1d1b,e43562c2,eaa810a5,f12debce,f3c13f8f"
1c295432,12,52.6757468,13.162615900000002,"0056f1b4,09e3d279,0b22e2ff,0de1c4c9,0f350573,1c295432,217a5d50,2367e925,26461130,33858c12,3852de9c,393b160c,3bbd3ac0,40cc739d,51844b42,51bee9f1,5db0c492,5f3b56c7,6e087553,831f458f,83b2e10e,884c7a5b,9b8194b0,9cf1b021,a67dc91d,ac003a6a,af81c699,b2c04671,c6c86845,cbe515b5,cd5c1a7f,cddabcf2,d255cd5d,de41d657,df35d7b7,df93b5fb,e42438e8,f42b527e,f7919c50,fa8ead38"
1c45cff8,1,52.2269076,13.782846300000001,"088377b5,0a0d78a9,104c70bf,1c45cff8,1e872cf8,38c6c4a6,3962f04f,5d9e2e60,5ff6b2e5,94ce008a,9cfe594a,a568bfae,ab8342b6,ce541242,d097ee8f,e54fc0fb,f53e376a,f83be2d6"
1d2a644e,5,52.3966222,13.8816457,"09cb3ebf,0e0d9bc5,1d2a644e,4631519b,46b1ab39,4e0e793a,62edebf1,7e989d17,9fd71f06,ca1f628e,d3a79759,f3c96814"
1dd4444f,20,52.4118191,12.665463,"036a2308,04c34668,1dd4444f,2c0c55c2,37f2f9fd,49749d2c,518e0ff6,867f9714,b4385d3f,c3109b02,e6f94b78,f964caac"
1e2866ab,6,52.756281200000004,13.6612791,"058f02bc,0c30b279,15ca0274,176291b3,1e2866ab,263d8c02,2cf587ed,30a7b6d4,4b400494,51dfdba3,550f083a,65ffa165,6df2f9fd,82faa6bc,862dc7c1,c158a310,d8307318,f1885e02,faab091e"
1e30d12d,14,52.5483861,13.864978100000002,"033ae103,1a84ea3a,1e30d12d,202b66f2,265369c4,2a07a383,300df32b,3ab05e10,43977688,490b5c17,4ad16ee8,54358a5b,5a294da2,5f79e8bb,72366116,73ef72bc,78466189,791cf538,7973588f,840cac02,85a637c0,8ca51781,920fac89,93fcd5d9,9600ae69,9e36fc11,a6c2be7c,ac4ee04a,b89ef925,ba085463,cb43d8f3,d164cc1e,e0f7831e,e6c94603,ebeec208"
1e872cf8,1,52.2269076,13.782846300000001,"088377b5,0a0d78a9,104c70bf,1c45cff8,1e872cf8,38c6c4a6,3962f04f,5d9e2e60,5ff6b2e5,94ce008a,9cfe594a,a568bfae,ab8342b6,ce541242,d097ee8f,e54fc0fb,f53e376a,f83be2d6"
1e90264a,2,52.364930599999994,13.3002178,"04973b3a,0af84de4,0d228a3f,12b5076d,1e90264a,319536db,32b144cc,36a4da66,374ce629,52f6ff29,54d315c4,6b4be550,6c99647a,7589185a,76b3388b,7bc4f268,8407d58d,9890ea8a,a0b4756c,a1dd2b76,b1a064ee,b417da04,bc8f742e,bda3de1c,ce15833a,d59fbdb6,e14cdff2,e7381442,ec15322b,ef849b95,f63bf82e,f6db86c3,fa7b3cd6,fde11a13"
1ede940e,15,52.593036799999986,13.9113847,"0d2c87d2,0f325250,1ede940e,2eb6491c,39a33eac,455ea0f5,46b3f8fb,49757d12,4c1d2370,4fa6d527,629637ac,638132f6,69d88f7e,6a4f6214,6c7178cd,6f9997c8,7981339c,7b3b1b1b,873aab8d,8c26bfe1,8c3010c9,95f1ce74,99a748a5,9b209a59,9c46e010,a1acbde6,a29d88b1,a39762d7,b027d029,ba3f78ee,c53dc422,c5e30a1c,c659c52f,e3ecca97,f4409457,faa42873"
1f2815ee,13,52.67624,13.7895728,"0961bca0,1f2815ee,2023d746,21a1f291,2a6d7983,350f5905,46c8e614,64c317f7,69fceb21,6a1acdc4,71b02da9,a0a61edb,a1b46bed,ad3dad34,b0465dc1,b14c62f2,b1f2f749,c7089704,fbf04e40"
1fe2fd8d,17,52.4633699,12.8382834,"0d721393,1274bab0,175c93f2,18d7edfa,1fe2fd8d,27925670,2f0e2661,33b1e6cb,37046724,48d61d4d,49646cb1,49d6c190,4ac47d15,4fb6a63d,51795185,5345b645,91ad7979,9402f53c,9666ab26,998ae96c,9d237ace,a083faff,a08e0683,a6468bc1,b3380c49,caac82fd,e3b2c6d9,f49f2527"
2023d746,13,52.67624,13.7895728,"0961bca0,1f2815ee,2023d746,21a1f291,2a6d7983,350f5905,46c8e614,64c317f7,69fceb21,6a1acdc4,71b02da9,a0a61edb,a1b46bed,ad3dad34,b0465dc1,b14c62f2,b1f2f749,c7089704,fbf04e40"
202b66f2,14,52.5483861,13.864978100000002,"033ae103,1a84ea3a,1e30d12d,202b66f2,265369c4,2a07a383,300df32b,3ab05e10,43977688,490b5c17,4ad16ee8,54358a5b,5a294da2,5f79e8bb,72366116,73ef72bc,78466189,791cf538,7973588f,840cac02,85a637c0,8ca51781,920fac89,93fcd5d9,9600ae69,9e36fc11,a6c2be7c,ac4ee04a,b89ef925,ba085463,cb43d8f3,d164cc1e,e0f7831e,e6c94603,ebeec208"
21236a2e,0,52.61216829999999,12.878339100000002,"00b8012f,03de54c0,06b2d2d6,21236a2e,3ab1a4a1,4d5d5547,546ebedb,619ce5d1,68c4b787,70726c59,7441c54f,8ac4e222,94925004,9818b3f6,9dce7bb2,a4eeb7ec,bf712272,c1c047e5,c46aaefc,db2a260b,e04cb2d7,f533e9da"
217a5d50,12,52.6757468,13.162615900000002,"0056f1b4,09e3d279,0b22e2ff,0de1c4c9,0f350573,1c295432,217a5d50,2367e925,26461130,33858c12,3852de9c,393b160c,3bbd3ac0,40cc739d,51844b42,51bee9f1,5db0c492,5f3b56c7,6e087553,831f458f,83b2e10e,884c7a5b,9b8194b0,9cf1b021,a67dc91d,ac003a6a,af81c699,b2c04671,c6c86845,cbe515b5,cd5c1a7f,cddabcf2,d255cd5d,de41d657,df35d7b7,df93b5fb,e42438e8,f42b527e,f7919c50,fa8ead38"
21a1f291,13,52.67624,13.7895728,"0961bca0,1f2815ee,2023d746,21a1f291,2a6d7983,350f5905,46c8e614,64c317f7,69fceb21,6a1acdc4,71b02da9,a0a61edb,a1b46bed,ad3dad34,b0465dc1,b14c62f2,b1f2f749,c7089704,fbf04e40"
21dd61ed,23,52.294368399999996,12.913352600000001,"07071dd5,0d81d6aa,0e1d0411,21dd61ed,2c317654,38ae7d9e,576b65a3,58e83a1b,5c454a49,6516457a,6821318f,69c6ed3a,69cdb7cf,70133fdf,754735fa,79a214c0,7a09c24b,7a3e8e1d,7e5970d4,966a7df8,9cced722,9e9fd9da,9fcb4fb0,a3b8b77a,aa58e1fc,b2ce6732,ba32999f,bbf5d18a,bc506f0b,d5595160,eb029784,f6b3de69,f8692e3e"
235730ef,8,52.568168199999995,12.9754591,"0bfd489c,0e669a0f,10c8f957,12da1343,16a63bee,1a4c613c,1b47ce85,235730ef,3b53e82d,3bc37cdb,3e7d33b6,45d67660,47c120de,4e1edad2,50787d1e,55787331,5a643b27,68db0f39,6c33484b,6eb26f9e,7475882d,7c3d46bc,858a945e,98a4dbe8,9a17eced,9eddbe9a,9f287530,aaa1d2b1,bf396f6c,c846f283,ce08dd4a,cf8385de,d3af70ba,d4749e48,d7211d41,e03d1d1b,e43562c2,eaa810a5,f12debce,f3c13f8f"
2367e925,12,52.6757468,13.162615900000002,"0056f1b4,09e3d279,0b22e2ff,0de1c4c9,0f350573,1c295432,217a5d50,2367e925,26461130,33858c12,3852de9c,393b160c,3bbd3ac0,40cc739d,51844b42,51bee9f1,5db0c492,5f3b56c7,6e087553,831f458f,83b2e10e,884c7a5b,9b8194b0,9cf1b021,a67dc91d,ac003a6a,af81c699,b2c04671,c6c86845,cbe515b5,cd5c1a7f,cddabcf2,d255cd5d,de41d657,df35d7b7,df93b5fb,e42438e8,f42b527e,f7919c50,fa8ead38"
24dadc54,21,52.485742999999985,13.792342900000001,"01f0147f,057cf01a,168456c9,1aba69f8,1ac26360,24dadc54,3314693d,37bf2a21,414cfe46,51df9317,5a72695e,619db71d,63a75dfc,679ce6a0,70a462c4,785dfd8b,82526cfe,88e3626c,95937d9e,9b0d3493,9c223408,a58913f7,b6769028,ba0eac41,cd4d9c58,d14ee374,d6a421c1,d8a58877,e796c9ee,eaad4bc8,efd288dc"
263d8c02,6,52.756281200000004,13.6612791,"058f02bc,0c30b279,15ca0274,176291b3,1e2866ab,263d8c02,2cf587ed,30a7b6d4,4b400494,51dfdba3,550f083a,65ffa165,6df2f9fd,82faa6bc,862dc7c1,c158a310,d8307318,f1885e02,faab091e"
26461130,12,52.6757468,13.162615900000002,"0056f1b4,09e3d279,0b22e2ff,0de1c4c9,0f350573,1c295432,217a5d50,2367e925,26461130,33858c12,3852de9c,393b160c,3bbd3ac0,40cc739d,51844b42,51bee9f1,5db0c492,5f3b56c7,6e087553,831f458f,83b2e10e,884c7a5b,9b8194b0,9cf1b021,a67dc91d,ac003a6a,af81c699,b2c04671,c6c86845,cbe515b5,cd5c1a7f,cddabcf2,d255cd5d,de41d657,df35d7b7,df93b5fb,e42438e8,f42b527e,f7919c50,fa8ead38"
264ca8a0,7,52.239684799999985,13.3680027,"0f10ff24,264ca8a0,3303ebf9,39609b2e,434ae3c7,52b515ce,5306bd65,772e08c5,78f5b613,80b1083f,8ec66eaf,8f6d83e4,9b01bae7,c7791aa7,e9c641e1,feef8033"
265369c4,14,52.5483861,13.864978100000002,"033ae103,1a84ea3a,1e30d12d,202b66f2,265369c4,2a07a383,300df32b,3ab05e10,43977688,490b5c17,4ad16ee8,54358a5b,5a294da2,5f79e8bb,72366116,73ef72bc,78466189,791cf538,7973588f,840cac02,85a637c0,8ca51781,920fac89,93fcd5d9,9600ae69,9e36fc11,a6c2be7c,ac4ee04a,b89ef925,ba085463,cb43d8f3,d164cc1e,e0f7831e,e6c94603,ebeec208"
27085678,9,52.3260751,12.7606692,"05f3752b,114310f1,1781121a,27085678,41250ad2,4f86fe46,531464be,5f5dbdd3,72729c04,76094b14,7cd85301,94e2eec1,98492fc6,993156e2,9b9a1528,abcb765c,afb3fbbc,b0995955,b676bf47,b83ab6e4,bfebffc3,c6381034"
273dd037,10,52.697909200000005,13.4050473,"05094ef8,14dcbd21,1a5e4815,273dd037,28ad7fc0,2e4cb4aa,2f131fdc,3809804f,38b38eb8,394646e1,40ddcd4c,450ccb31,4b6ec233,71155174,71a47424,74dfdee6,767d99ce,86ff17bd,8e4312c8,9a20dd60,9a8dab8a,9cac36c5,a2bbfc2b,a51c1bb1,b4746e42,bcaa869a,be24f73e,c4a93957,c61c52e9,c92f38f2,cd8236b9,df440743,faf1a537,fb79a381"
27925670,17,52.4633699,12.8382834,"0d721393,1274bab0,175c93f2,18d7edfa,1fe2fd8d,27925670,2f0e2661,33b1e6cb,37046724,48d61d4d,49646cb1,49d6c190,4ac47d15,4fb6a63d,51795185,5345b645,91ad7979,9402f53c,9666ab26,998ae96c,9d237ace,a083faff,a08e0683,a6468bc1,b3380c49,caac82fd,e3b2c6d9,f49f2527"
28ad7fc0,10,52.697909200000005,13.4050473,"05094ef8,14dcbd21,1a5e4815,273dd037,28ad7fc0,2e4cb4aa,2f131fdc,3809804f,38b38eb8,394646e1,40ddcd4c,450ccb31,4b6ec233,71155174,71a47424,74dfdee6,767d99ce,86ff17bd,8e4312c8,9a20dd60,9a8dab8a,9cac36c5,a2bbfc2b,a51c1bb1,b4746e42,bcaa869a,be24f73e,c4a93957,c61c52e9,c92f38f2,cd8236b9,df440743,faf1a537,fb79a381"
2a07a383,14,52.5483861,13.864978100000002,"033ae103,1a84ea3a,1e30d12d,202b66f2,265369c4,2a07a383,300df32b,3ab05e10,43977688,490b5c17,4ad16ee8,54358a5b,5a294da2,5f79e8bb,72366116,73ef72bc,78466189,791cf538,7973588f,840cac02,85a637c0,8ca51781,920fac89,93fcd5d9,9600ae69,9e36fc11,a6c2be7c,ac4ee04a,b89ef925,ba085463,cb43d8f3,d164cc1e,e0f7831e,e6c94603,ebeec208"
2a6d7983,13,52.67624,13.7895728,"0961bca0,1f2815ee,2023d746,21a1f291,2a6d7983,350f5905,46c8e614,64c317f7,69fceb21,6a1acdc4,71b02da9,a0a61edb,a1b46bed,ad3dad34,b0465dc1,b14c62f2,b1f2f749,c7089704,fbf04e40"
2b5ab9fb,24,52.6284766,12.7344394,"12b33001,16053050,18abd9d9,190f5e0a,2b5ab9fb,2b650f9f,313fecb3,373fd61e,3e353de6,76da3b05,ac261433,be56dab9,bf2e2bf7,d127efee,d2092eb0,e9654081,fb81d1e6"
2b650f9f,24,52.6284766,12.7344394,"12b33001,16053050,18abd9d9,190f5e0a,2b5ab9fb,2b650f9f,313fecb3,373fd61e,3e353de6,76da3b05,ac261433,be56dab9,bf2e2bf7,d127efee,d2092eb0,e9654081,fb81d1e6"
2c0c55c2,20,52.4118191,12.665463,"036a2308,04c34668,1dd4444f,2c0c55c2,37f2f9fd,49749d2c,518e0ff6,867f9714,b4385d3f,c3109b02,e6f94b78,f964caac"
2c317654,23,52.294368399999996,12.913352600000001,"07071dd5,0d81d6aa,0e1d0411,21dd61ed,2c317654,38ae7d9e,576b65a3,58e83a1b,5c454a49,6516457a,6821318f,69c6ed3a,69cdb7cf,70133fdf,754735fa,79a214c0,7a09c24b,7a3e8e1d,7e5970d4,966a7df8,9cced722,9e9fd9da,9fcb4fb0,a3b8b77a,aa58e1fc,b2ce6732,ba32999f,bbf5d18a,bc506f0b,d5595160,eb029784,f6b3de69,f8692e3e"
2c4d54c3,3,52.2433737,12.9653913,"03ef8c3c,04626f50,0cd27431,17a5966b,1b144b34,2c4d54c3,3e9923b3,61af50bc,66a76264,68b90aa1,75ff6bb1,84fe344f,9085f890,94e2e766,94e65fed,9be6abe6,9d284b0e,a03ec218,a55c49c9,b96a4f7e,c0999d62,cd17f4dd"
2cf587ed,6,52.756281200000004,13.6612791,"058f02bc,0c30b279,15ca0274,176291b3,1e2866ab,263d8c02,2cf587ed,30a7b6d4,4b400494,51dfdba3,550f083a,65ffa165,6df2f9fd,82faa6bc,862dc7c1,c158a310,d8307318,f1885e02,faab091e"
2cfd1b7d,18,52.46774820000001,12.9894757,"12c7fce7,1416adac,2cfd1b7d,324aaf5a,4e1384f3,5e61c2f4,62441d6f,68d43b7a,7f4213f2,867d38f2,8a3efa32,8d737843,95e1cc52,9b8c9882,b81d239c,bc8ba656,c215e6c2,caa3d245,cba75f48,d153bab8,e370af40,eac73332,f19da701,f2c4e8ec,f6baaef6,f81e2367,fbfdfadc"
2e4cb4aa,10,52.697909200000005,13.4050473,"05094ef8,14dcbd21,1a5e4815,273dd037,28ad7fc0,2e4cb4aa,2f131fdc,3809804f,38b38eb8,394646e1,40ddcd4c,450ccb31,4b6ec233,71155174,71a47424,74dfdee6,767d99ce,86ff17bd,8e4312c8,9a20dd60,9a8dab8a,9cac36c5,a2bbfc2b,a51c1bb1,b4746e42,bcaa869a,be24f73e,c4a93957,c61c52e9,c92f38f2,cd8236b9,df440743,faf1a537,fb79a381"
2eb6491c,15,52.593036799999986,13.9113847,"0d2c87d2,0f325250,1ede940e,2eb6491c,39a33eac,455ea0f5,46b3f8fb,49757d12,4c1d2370,4fa6d527,629637ac,638132f6,69d88f7e,6a4f6214,6c7178cd,6f9997c8,7981339c,7b3b1b1b,873aab8d,8c26bfe1,8c3010c9,95f1ce74,99a748a5,9b209a59,9c46e010,a1acbde6,a29d88b1,a39762d7,b027d029,ba3f78ee,c53dc422,c5e30a1c,c659c52f,e3ecca97,f4409457,faa42873"
2f0e2661,17,52.4633699,12.8382834,"0d721393,1274bab0,175c93f2,18d7edfa,1fe2fd8d,27925670,2f0e2661,33b1e6cb,37046724,48d61d4d,49646cb1,49d6c190,4ac47d15,4fb6a63d,51795185,5345b645,91ad7979,9402f53c,9666ab26,998ae96c,9d237ace,a083faff,a08e0683,a6468bc1,b3380c49,caac82fd,e3b2c6d9,f49f2527"
2f131fdc,10,52.697909200000005,13.4050473,"05094ef8,14dcbd21,1a5e4815,273dd037,28ad7fc0,2e4cb4aa,2f131fdc,3809804f,38b38eb8,394646e1,40ddcd4c,450ccb31,4b6ec233,71155174,71a47424,74dfdee6,767d99ce,86ff17bd,8e4312c8,9a20dd60,9a8dab8a,9cac36c5,a2bbfc2b,a51c1bb1,b4746e42,bcaa869a,be24f73e,c4a93957,c61c52e9,c92f38f2,cd8236b9,df440743,faf1a537,fb79a381"
2ff695c7,16,52.28861829999999,13.5238151,"062bd767,2ff695c7,3a46db3d,3a9dd043,3cc964ba,45b33d38,477e5c1f,49fe0d4c,4cdb60e9,52c64a76,5fb7213b,73fed0f3,7668122a,88eedb94,976d6514,9c325f55,af24626a,c90a13e5,d5c15db1"
300df32b,14,52.5483861,13.864978100000002,"033ae103,1a84ea3a,1e30d12d,202b66f2,265369c4,2a07a383,300df32b,3ab05e10,43977688,490b5c17,4ad16ee8,54358a5b,5a294da2,5f79e8bb,72366116,73ef72bc,78466189,791cf538,7973588f,840cac02,85a637c0,8ca51781,920fac89,93fcd5d9,9600ae69,9e36fc11,a6c2be7c,ac4ee04a,b89ef925,ba085463,cb43d8f3,d164cc1e,e0f7831e,e6c94603,ebeec208"
30a7b6d4,6,52.756281200000004,13.6612791,"058f02bc,0c30b279,15ca0274,176291b3,1e2866ab,263d8c02,2cf587ed,30a7b6d4,4b400494,51dfdba3,550f083a,65ffa165,6df2f9fd,82faa6bc,862dc7c1,c158a310,d8307318,f1885e02,faab091e"
313fecb3,24,52.6284766,12.7344394,"12b33001,16053050,18abd9d9,190f5e0a,2b5ab9fb,2b650f9f,313fecb3,373fd61e,3e353de6,76da3b05,ac261433,be56dab9,bf2e2bf7,d127efee,d2092eb0,e9654081,fb81d1e6"
3166019b,19,52.2375659,12.846804700000002,"3166019b,4157b721,5359fe37,788736a9,8e8f414e,a44ae386,a71eddd2,b4159131,b5b60d35,c78b603a,d514e1f5"
319536db,2,52.364930599999994,13.3002178,"04973b3a,0af84de4,0d228a3f,12b5076d,1e90264a,319536db,32b144cc,36a4da66,374ce629,52f6ff29,54d315c4,6b4be550,6c99647a,7589185a,76b3388b,7bc4f268,8407d58d,9890ea8a,a0b4756c,a1dd2b76,b1a064ee,b417da04,bc8f742e,bda3de1c,ce15833a,d59fbdb6,e14cdff2,e7381442,ec15322b,ef849b95,f63bf82e,f6db86c3,fa7b3cd6,fde11a13"
324aaf5a,18,52.46774820000001,12.9894757,"12c7fce7,1416adac,2cfd1b7d,324aaf5a,4e1384f3,5e61c2f4,62441d6f,68d43b7a,7f4213f2,867d38f2,8a3efa32,8d737843,95e1cc52,9b8c9882,b81d239c,bc8ba656,c215e6c2,caa3d245,cba75f48,d153bab8,e370af40,eac73332,f19da701,f2c4e8ec,f6baaef6,f81e2367,fbfdfadc"
32b144cc,2,52.364930599999994,13.3002178,"04973b3a,0af84de4,0d228a3f,12b5076d,1e90264a,319536db,32b144cc,36a4da66,374ce629,52f6ff29,54d315c4,6b4be550,6c99647a,7589185a,76b3388b,7bc4f268,8407d58d,9890ea8a,a0b4756c,a1dd2b76,b1a064ee,b417da04,bc8f742e,bda3de1c,ce15833a,d59fbdb6,e14cdff2,e7381442,ec15322b,ef849b95,f63bf82e,f6db86c3,fa7b3cd6,fde11a13"
3303ebf9,7,52.239684799999985,13.3680027,"0f10ff24,264ca8a0,3303ebf9,39609b2e,434ae3c7,52b515ce,5306bd65,772e08c5,78f5b613,80b1083f,8ec66eaf,8f6d83e4,9b01bae7,c7791aa7,e9c641e1,feef8033"
3314693d,21,52.485742999999985,13.792342900000001,"01f0147f,057cf01a,168456c9,1aba69f8,1ac26360,24dadc54,3314693d,37bf2a21,414cfe46,51df9317,5a72695e,619db71d,63a75dfc,679ce6a0,70a462c4,785dfd8b,82526cfe,88e3626c,95937d9e,9b0d3493,9c223408,a58913f7,b6769028,ba0eac41,cd4d9c58,d14ee374,d6a421c1,d8a58877,e796c9ee,eaad4bc8,efd288dc"
33858c12,12,52.6757468,13.162615900000002,"0056f1b4,09e3d279,0b22e2ff,0de1c4c9,0f350573,1c295432,217a5d50,2367e925,26461130,33858c12,3852de9c,393b160c,3bbd3ac0,40cc739d,51844b42,51bee9f1,5db0c492,5f3b56c7,6e087553,831f458f,83b2e10e,884c7a5b,9b8194b0,9cf1b021,a67dc91d,ac003a6a,af81c699,b2c04671,c6c86845,cbe515b5,cd5c1a7f,cddabcf2,d255cd5d,de41d657,df35d7b7,df93b5fb,e42438e8,f42b527e,f7919c50,fa8ead38"
33b1e6cb,17,52.4633699,12.8382834,"0d721393,1274bab0,175c93f2,18d7edfa,1fe2fd8d,27925670,2f0e2661,33b1e6cb,37046724,48d61d4d,49646cb1,49d6c190,4ac47d15,4fb6a63d,51795185,5345b645,91ad7979,9402f53c,9666ab26,998ae96c,9d237ace,a083faff,a08e0683,a6468bc1,b3380c49,caac82fd,e3b2c6d9,f49f2527"
350f5905,13,52.67624,13.7895728,"0961bca0,1f2815ee,2023d746,21a1f291,2a6d7983,350f5905,46c8e614,64c317f7,69fceb21,6a1acdc4,71b02da9,a0a61edb,a1b46bed,ad3dad34,b0465dc1,b14c62f2,b1f2f749,c7089704,fbf04e40"
36a4da66,2,52.364930599999994,13.3002178,"04973b3a,0af84de4,0d228a3f,12b5076d,1e90264a,319536db,32b144cc,36a4da66,374ce629,52f6ff29,54d315c4,6b4be550,6c99647a,7589185a,76b3388b,7bc4f268,8407d58d,9890ea8a,a0b4756c,a1dd2b76,b1a064ee,b417da04,bc8f742e,bda3de1c,ce15833a,d59fbdb6,e14cdff2,e7381442,ec15322b,ef849b95,f63bf82e,f6db86c3,fa7b3cd6,fde11a13"
36eabae4,232,52.230841399999996,13.6305143,"0652919b,099d0635,36eabae4,5b3a4c21,7f5eb609,c8eb8bbe,ecc557d7,fce95a6e,081eb3cd,0e6de490,1129b13c,28e41019,2f12150c,3041e631,309ddaf2,384d2c87,47603171,47b1e3c3,7ad83ed2,85e0dab5,8a7f6eca,94556f03,b8ae070d,e255145f,f0b26ae4"
37046724,17,52.4633699,12.8382834,"0d721393,1274bab0,175c93f2,18d7edfa,1fe2fd8d,27925670,2f0e2661,33b1e6cb,37046724,48d61d4d,49646cb1,49d6c190,4ac47d15,4fb6a63d,51795185,5345b645,91ad7979,9402f53c,9666ab26,998ae96c,9d237ace,a083faff,a08e0683,a6468bc1,b3380c49,caac82fd,e3b2c6d9,f49f2527"
373fd61e,24,52.6284766,12.7344394,"12b33001,16053050,18abd9d9,190f5e0a,2b5ab9fb,2b650f9f,313fecb3,373fd61e,3e353de6,76da3b05,ac261433,be56dab9,bf2e2bf7,d127efee,d2092eb0,e9654081,fb81d1e6"
374ce629,2,52.364930599999994,13.3002178,"04973b3a,0af84de4,0d228a3f,12b5076d,1e90264a,319536db,32b144cc,36a4da66,374ce629,52f6ff29,54d315c4,6b4be550,6c99647a,7589185a,76b3388b,7bc4f268,8407d58d,9890ea8a,a0b4756c,a1dd2b76,b1a064ee,b417da04,bc8f742e,bda3de1c,ce15833a,d59fbdb6,e14cdff2,e7381442,ec15322b,ef849b95,f63bf82e,f6db86c3,fa7b3cd6,fde11a13"
37bf2a21,21,52.485742999999985,13.792342900000001,"01f0147f,057cf01a,168456c9,1aba69f8,1ac26360,24dadc54,3314693d,37bf2a21,414cfe46,51df9317,5a72695e,619db71d,63a75dfc,679ce6a0,70a462c4,785dfd8b,82526cfe,88e3626c,95937d9e,9b0d3493,9c223408,a58913f7,b6769028,ba0eac41,cd4d9c58,d14ee374,d6a421c1,d8a58877,e796c9ee,eaad4bc8,efd288dc"
37f2f9fd,20,52.4118191,12.665463,"036a2308,04c34668,1dd4444f,2c0c55c2,37f2f9fd,49749d2c,518e0ff6,867f9714,b4385d3f,c3109b02,e6f94b78,f964caac"
3809804f,10,52.697909200000005,13.4050473,"05094ef8,14dcbd21,1a5e4815,273dd037,28ad7fc0,2e4cb4aa,2f131fdc,3809804f,38b38eb8,394646e1,40ddcd4c,450ccb31,4b6ec233,71155174,71a47424,74dfdee6,767d99ce,86ff17bd,8e4312c8,9a20dd60,9a8dab8a,9cac36c5,a2bbfc2b,a51c1bb1,b4746e42,bcaa869a,be24f73e,c4a93957,c61c52e9,c92f38f2,cd8236b9,df440743,faf1a537,fb79a381"
382c0712,22,52.31214860000001,13.732564100000001,"013ff296,05f91eb5,074eba34,167f419f,382c0712,3ec58b7d,61c4f0fc,64e5842d,72e8bcff,7cce75d0,7d9f35ef,86ec1adb,93c02b49,98bb9c85,b187f4b7,befa5357,ca310b20,f51e28ec,f578e4af,f72be546"
3852de9c,12,52.6757468,13.162615900000002,"0056f1b4,09e3d279,0b22e2ff,0de1c4c9,0f350573,1c295432,217a5d50,2367e925,26461130,33858c12,3852de9c,393b160c,3bbd3ac0,40cc739d,51844b42,51bee9f1,5db0c492,5f3b56c7,6e087553,831f458f,83b2e10e,884c7a5b,9b8194b0,9cf1b021,a67dc91d,ac003a6a,af81c699,b2c04671,c6c86845,cbe515b5,cd5c1a7f,cddabcf2,d255cd5d,de41d657,df35d7b7,df93b5fb,e42438e8,f42b527e,f7919c50,fa8ead38"
38ae7d9e,23,52.294368399999996,12.913352600000001,"07071dd5,0d81d6aa,0e1d0411,21dd61ed,2c317654,38ae7d9e,576b65a3,58e83a1b,5c454a49,6516457a,6821318f,69c6ed3a,69cdb7cf,70133fdf,754735fa,79a214c0,7a09c24b,7a3e8e1d,7e5970d4,966a7df8,9cced722,9e9fd9da,9fcb4fb0,a3b8b77a,aa58e1fc,b2ce6732,ba32999f,bbf5d18a,bc506f0b,d5595160,eb029784,f6b3de69,f8692e3e"
38b38eb8,10,52.697909200000005,13.4050473,"05094ef8,14dcbd21,1a5e4815,273dd037,28ad7fc0,2e4cb4aa,2f131fdc,3809804f,38b38eb8,394646e1,40ddcd4c,450ccb31,4b6ec233,71155174,71a47424,74dfdee6,767d99ce,86ff17bd,8e4312c8,9a20dd60,9a8dab8a,9cac36c5,a2bbfc2b,a51c1bb1,b4746e42,bcaa869a,be24f73e,c4a93957,c61c52e9,c92f38f2,cd8236b9,df440743,faf1a537,fb79a381"
